Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,F/C,16.67%,58.25
Joel Embiid,F/C,16.67%,56.0
Domantas Sabonis,F/C,16.67%,51.0
James Harden,G,16.67%,69.25
Trae Young,G,16.67%,35.5
Anthony Edwards,G,16.67%,43.0
Donovan Mitchell,G,16.67%,36.25
De'Aaron Fox,G,16.67%,38.5
Jimmy Butler,F/C,16.67%,44.25
Darius Garland,G,16.67%,40.75
Jrue Holiday,G,16.67%,54.0
Bam Adebayo,F/C,16.67%,57.75
Dejounte Murray,G,16.67%,23.75
Evan Mobley,F/C,16.67%,48.75
Alperen Sengun,F/C,16.67%,36.5
Kevin Porter Jr.,G,16.67%,28.0
Rudy Gobert,F/C,16.67%,35.5
Tyler Herro,G,16.67%,34.5
Keldon Johnson,UTIL,16.67%,0.0
Jarrett Allen,F/C,16.67%,24.75
Bobby Portis,UTIL,16.67%,13.75
Brook Lopez,UTIL,16.67%,42.5
Khris Middleton,UTIL,16.67%,14.25
Zach Collins,F/C,16.67%,39.0
Bojan Bogdanovic,BENCH,16.67%,0.0
Jalen Green,UTIL,16.67%,19.0
Clint Capela,UTIL,16.67%,37.75
Mike Conley,UTIL,16.67%,34.25
KJ Martin,UTIL,16.67%,34.75
Jaden Ivey,UTIL,16.67%,16.0
Kyle Anderson,BENCH,16.67%,47.25
Jabari Smith Jr.,F/C,16.67%,17.0
Tyrese Maxey,UTIL,16.67%,32.25
Jeremy Sochan,F/C,16.67%,28.0
Tobias Harris,BENCH,16.67%,6.0
Killian Hayes,UTIL,16.67%,16.5
Marvin Bagley III,BENCH,16.67%,48.25
Malik Monk,G,16.67%,16.75
Kevin Huerter,G,16.67%,39.0
Harrison Barnes,BENCH,16.67%,27.0
Jaden McDaniels,UTIL,16.67%,31.5
Devonte' Graham,BENCH,16.67%,39.0
