Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,F/C,16.67%,58.25
Joel Embiid,F/C,16.67%,56.0
Domantas Sabonis,F/C,16.67%,51.0
James Harden,G,16.67%,69.25
Trae Young,G,16.67%,35.5
Anthony Edwards,G,16.67%,43.0
Donovan Mitchell,G,16.67%,36.25
De'Aaron Fox,G,16.67%,38.5
Jimmy Butler,F/C,16.67%,44.25
Darius Garland,G,16.67%,40.75
Jrue Holiday,G,16.67%,54.0
Bam Adebayo,F/C,16.67%,57.75
Dejounte Murray,G,16.67%,23.75
Evan Mobley,F/C,16.67%,48.75
Alperen Sengun,F/C,16.67%,36.5
Kevin Porter Jr.,UTIL,16.67%,28.0
Rudy Gobert,F/C,16.67%,35.5
Tyler Herro,G,16.67%,34.5
Jarrett Allen,F/C,16.67%,24.75
Bobby Portis,UTIL,16.67%,13.75
Brook Lopez,F/C,16.67%,42.5
Khris Middleton,UTIL,16.67%,14.25
Zach Collins,UTIL,16.67%,39.0
Jalen Green,G,16.67%,19.0
Clint Capela,F/C,16.67%,37.75
Mike Conley,G,16.67%,34.25
KJ Martin,UTIL,16.67%,34.75
Jaden Ivey,UTIL,16.67%,16.0
Kyle Anderson,UTIL,16.67%,47.25
Jabari Smith Jr.,BENCH,16.67%,17.0
Tyrese Maxey,G,16.67%,32.25
Jeremy Sochan,F/C,16.67%,28.0
Tobias Harris,BENCH,16.67%,6.0
Killian Hayes,UTIL,16.67%,16.5
Marvin Bagley III,UTIL,16.67%,48.25
Malik Monk,BENCH,16.67%,16.75
Kevin Huerter,UTIL,16.67%,39.0
James Wiseman,BENCH,16.67%,19.75
Harrison Barnes,BENCH,16.67%,27.0
Keegan Murray,UTIL,16.67%,6.25
Devonte' Graham,UTIL,16.67%,39.0
Tari Eason,BENCH,16.67%,38.25
